fecha,distr,prov,dep,week,physical_v,sexual_v,economical_v,psychological_v,first_time,inf,nin,ado,ado_t,jov,adu,m60,family,love,no_rel,aggr_alcohol,aggr_drug,vict_disab,vict_alco,vict_drug,vict_lgtbi
1,30101,301,3.0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0
2,30101,301,3.0,2,0,0,0,6,0,0,1,0,0,0,4,1,2,4,0,3,0,0,0,0,0
3,30101,301,3.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4,30101,301,3.0,4,2,0,0,4,0,0,1,1,1,1,2,0,4,2,0,2,0,0,0,0,0
5,30101,301,3.0,5,1,1,0,1,1,0,0,1,0,0,2,0,0,2,1,2,0,0,0,0,0
8,30101,301,3.0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
10,30101,301,3.0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
11,30101,301,3.0,11,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0
12,30101,301,3.0,12,1,0,0,3,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0
13,30101,301,3.0,13,0,1,0,5,1,0,0,1,0,1,3,1,2,3,1,2,0,0,0,0,0
14,30101,301,3.0,14,0,1,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0
15,30101,301,3.0,15,0,0,0,2,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0
16,30101,301,3.0,16,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
17,30101,301,3.0,17,2,0,0,2,2,0,0,0,1,2,1,0,1,3,0,0,0,0,0,0,0
18,30101,301,3.0,18,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
19,30101,301,3.0,19,0,0,0,5,1,0,0,0,0,2,3,0,0,5,0,2,0,0,0,0,0
20,30101,301,3.0,20,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0
21,30101,301,3.0,21,2,0,0,6,1,0,1,2,0,0,1,4,6,2,0,1,0,0,0,0,0
22,30101,301,3.0,22,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23,30101,301,3.0,23,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
24,30101,301,3.0,24,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
25,30101,301,3.0,25,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
26,30101,301,3.0,26,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
27,30101,301,3.0,27,0,0,0,3,1,0,0,0,0,2,1,0,0,3,0,1,0,0,0,0,0
28,30101,301,3.0,28,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0
29,30101,301,3.0,29,2,0,0,3,0,0,0,0,0,0,2,3,3,2,0,1,0,0,0,0,0
30,30101,301,3.0,30,1,0,0,2,0,0,0,0,0,2,0,1,1,2,0,1,0,0,0,0,0
31,30101,301,3.0,31,1,0,0,2,1,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0
32,30101,301,3.0,32,1,1,0,4,1,0,1,0,0,2,2,1,0,5,1,3,0,0,0,0,0
33,30101,301,3.0,33,0,0,0,4,0,0,0,1,0,0,3,0,1,3,0,4,0,0,0,0,0
34,30101,301,3.0,34,2,0,0,2,0,0,0,0,0,2,2,0,0,4,0,1,0,0,0,0,0
35,30101,301,3.0,35,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
36,30101,301,3.0,36,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
