fecha,distr,prov,dep,week,physical_v,sexual_v,economical_v,psychological_v,first_time,inf,nin,ado,ado_t,jov,adu,m60,family,love,no_rel,aggr_alcohol,aggr_drug,vict_disab,vict_alco,vict_drug,vict_lgtbi
59,30101,301,3.0,59,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,30101,301,3.0,60,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
62,30101,301,3.0,62,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
70,30101,301,3.0,70,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
76,30101,301,3.0,76,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0
78,30101,301,3.0,78,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
83,30101,301,3.0,83,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
84,30101,301,3.0,84,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
90,30101,301,3.0,90,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0
93,30101,301,3.0,93,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0
94,30101,301,3.0,94,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
95,30101,301,3.0,95,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,30101,301,3.0,91,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
97,30101,301,3.0,97,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98,30101,301,3.0,98,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
100,30101,301,3.0,100,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
101,30101,301,3.0,101,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
102,30101,301,3.0,102,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
54,90201,902,9.0,54,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,90201,902,9.0,73,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
75,90201,902,9.0,75,2,0,0,0,2,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0
76,90201,902,9.0,76,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,90201,902,9.0,85,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,90201,902,9.0,95,0,0,0,3,1,1,1,1,0,0,0,0,3,0,0,3,0,0,0,0,0
98,90201,902,9.0,98,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,80201,802,8.0,55,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0
56,80201,802,8.0,56,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
59,80201,802,8.0,59,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
61,80201,802,8.0,61,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
63,80201,802,8.0,63,0,0,0,3,0,0,2,0,1,0,0,0,3,0,0,3,0,0,0,0,0
64,80201,802,8.0,64,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0
66,80201,802,8.0,66,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69,80201,802,8.0,69,0,0,0,3,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0
70,80201,802,8.0,70,0,3,0,0,3,0,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0
71,80201,802,8.0,71,0,0,0,3,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0
72,80201,802,8.0,72,1,0,0,6,1,1,1,3,1,0,1,0,6,1,0,6,0,0,0,0,0
75,80201,802,8.0,75,1,0,0,6,1,1,4,2,0,0,0,0,7,0,0,4,0,0,0,0,0
76,80201,802,8.0,76,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
79,80201,802,8.0,79,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
80,80201,802,8.0,80,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
82,80201,802,8.0,82,7,0,0,0,7,0,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
83,80201,802,8.0,83,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
