fecha,distr,prov,dep,week,physical_v,sexual_v,economical_v,psychological_v,first_time,inf,nin,ado,ado_t,jov,adu,m60,family,love,no_rel,aggr_alcohol,aggr_drug,vict_disab,vict_alco,vict_drug,vict_lgtbi
127,80301,803,8.0,127,7,1,0,6,1,0,0,0,2,3,8,1,3,10,1,6,0,0,0,0,0
105,80301,803,8.0,105,2,0,0,3,0,0,0,0,0,1,4,0,0,5,0,4,0,0,0,0,0
106,80301,803,8.0,106,3,0,0,11,2,0,0,1,0,6,5,2,6,8,0,2,0,0,0,0,0
107,80301,803,8.0,107,4,0,0,11,0,0,1,0,0,5,9,0,1,14,0,9,0,0,0,0,0
108,80301,803,8.0,108,7,0,0,8,1,0,0,0,1,3,10,1,5,10,0,7,0,0,0,0,0
109,80301,803,8.0,109,7,0,0,3,2,0,0,0,0,6,3,1,4,6,0,5,0,0,0,0,0
112,80301,803,8.0,112,1,0,0,3,0,0,0,0,0,1,3,0,1,3,0,2,0,0,0,0,0
113,80301,803,8.0,113,5,0,0,2,1,0,0,0,0,1,4,2,3,4,0,0,0,0,0,0,0
114,80301,803,8.0,114,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
115,80301,803,8.0,115,7,0,0,3,0,0,0,1,1,0,8,0,2,8,0,6,0,0,0,0,0
116,80301,803,8.0,116,5,0,0,4,1,0,0,0,0,4,5,0,3,6,0,5,0,0,0,0,0
117,80301,803,8.0,117,0,1,0,5,1,0,1,0,0,1,2,2,2,3,1,2,0,0,0,0,0
118,80301,803,8.0,118,8,1,0,3,2,0,1,0,2,3,6,0,3,8,1,6,0,0,0,0,0
119,80301,803,8.0,119,1,0,0,2,0,0,0,0,0,1,2,0,0,3,0,3,0,0,0,0,0
120,80301,803,8.0,120,2,0,0,5,0,1,3,0,0,1,2,0,4,3,0,7,0,0,0,0,0
121,80301,803,8.0,121,3,0,0,6,0,0,0,0,0,4,5,0,3,6,0,3,0,0,0,0,0
122,80301,803,8.0,122,4,0,0,4,1,0,0,0,0,2,5,1,3,5,0,6,0,0,0,0,0
123,80301,803,8.0,123,1,1,0,5,2,1,2,0,0,0,4,0,4,3,0,6,0,0,0,0,0
124,80301,803,8.0,124,4,1,0,3,1,0,0,1,1,1,5,0,1,6,1,4,0,0,0,0,0
125,80301,803,8.0,125,2,0,0,1,1,0,0,0,0,0,3,0,1,2,0,2,0,0,0,0,0
