fecha,distr,prov,dep,week,physical_v,sexual_v,economical_v,psychological_v,first_time,inf,nin,ado,ado_t,jov,adu,m60,family,love,no_rel,aggr_alcohol,aggr_drug,vict_disab,vict_alco,vict_drug,vict_lgtbi
111,30101,301,3.0,111,1,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
113,30101,301,3.0,113,1,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
116,30101,301,3.0,116,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0
122,30101,301,3.0,122,1,0,0,4,3,0,1,1,0,0,1,2,4,1,0,1,0,0,0,0,0
125,30101,301,3.0,125,3,0,0,1,0,0,1,0,0,2,1,0,4,0,0,2,0,0,0,0,0
126,30101,301,3.0,126,2,0,0,1,2,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0
131,30101,301,3.0,131,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
133,30101,301,3.0,133,1,0,0,2,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0
135,30101,301,3.0,135,2,0,0,3,0,1,2,1,0,0,1,0,5,0,0,2,0,0,0,0,0
137,30101,301,3.0,137,1,0,0,2,1,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0
144,30101,301,3.0,144,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148,30101,301,3.0,148,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
150,30101,301,3.0,150,2,0,0,3,0,4,0,0,0,0,1,0,4,1,0,2,0,0,0,0,0
152,30101,301,3.0,152,1,0,0,3,1,1,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0
156,30101,301,3.0,156,0,0,0,4,1,1,2,1,0,0,0,0,4,0,0,2,0,0,0,0,0
105,30101,301,3.0,105,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
106,30101,301,3.0,106,0,0,0,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
107,30101,301,3.0,107,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
108,30101,301,3.0,108,1,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
112,30101,301,3.0,112,0,0,0,3,0,0,0,1,0,1,0,1,3,0,0,3,0,0,0,0,0
114,30101,301,3.0,114,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
115,30101,301,3.0,115,2,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0
117,30101,301,3.0,117,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
119,30101,301,3.0,119,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
120,30101,301,3.0,120,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0
124,30101,301,3.0,124,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127,30101,301,3.0,127,0,0,0,3,2,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0
128,30101,301,3.0,128,3,0,0,3,0,0,1,1,0,2,1,1,4,2,0,2,0,0,0,0,0
129,30101,301,3.0,129,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
130,30101,301,3.0,130,0,0,0,3,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0
132,30101,301,3.0,132,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,30101,301,3.0,134,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138,30101,301,3.0,138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
139,30101,301,3.0,139,3,0,0,0,0,1,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0
140,30101,301,3.0,140,2,0,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0
141,30101,301,3.0,141,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
143,30101,301,3.0,143,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145,30101,301,3.0,145,3,0,0,0,3,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
146,30101,301,3.0,146,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
147,30101,301,3.0,147,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
149,30101,301,3.0,149,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
151,30101,301,3.0,151,2,0,0,2,2,2,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0
155,30101,301,3.0,155,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
105,90201,902,9.0,105,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
107,90201,902,9.0,107,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
111,90201,902,9.0,111,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
123,90201,902,9.0,123,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124,90201,902,9.0,124,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
129,90201,902,9.0,129,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
130,90201,902,9.0,130,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
131,90201,902,9.0,131,1,0,0,3,0,0,2,1,1,0,0,0,4,0,0,4,0,0,0,0,0
132,90201,902,9.0,132,0,0,0,2,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
134,90201,902,9.0,134,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
136,90201,902,9.0,136,0,0,0,3,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0
140,90201,902,9.0,140,1,0,0,2,1,2,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0
141,90201,902,9.0,141,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
143,90201,902,9.0,143,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
145,90201,902,9.0,145,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
146,90201,902,9.0,146,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0
149,90201,902,9.0,149,2,0,0,1,0,1,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0
150,90201,902,9.0,150,5,0,0,1,0,2,4,0,0,0,0,0,6,0,0,6,0,0,0,0,0
151,90201,902,9.0,151,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
154,90201,902,9.0,154,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
113,80201,802,8.0,113,0,0,0,4,0,0,2,1,1,0,0,0,4,0,0,4,0,0,0,0,0
115,80201,802,8.0,115,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
116,80201,802,8.0,116,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,80201,802,8.0,120,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
121,80201,802,8.0,121,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
124,80201,802,8.0,124,1,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
128,80201,802,8.0,128,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
129,80201,802,8.0,129,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
131,80201,802,8.0,131,0,0,0,2,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
133,80201,802,8.0,133,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,80201,802,8.0,134,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
