fecha,distr,prov,dep,week,physical_v,sexual_v,economical_v,psychological_v,first_time,inf,nin,ado,ado_t,jov,adu,m60,family,love,no_rel,aggr_alcohol,aggr_drug,vict_disab,vict_alco,vict_drug,vict_lgtbi
01/02/2017,30101,301,3.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
01/12/2017,30101,301,3.0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
03/09/2017,30101,301,3.0,10,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
05/03/2017,30101,301,3.0,18,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
08/01/2017,30101,301,3.0,31,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
08/23/2017,30101,301,3.0,34,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
09/11/2017,30101,301,3.0,37,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10/31/2017,30101,301,3.0,44,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11/28/2017,30101,301,3.0,48,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12/07/2017,30101,301,3.0,49,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
12/18/2017,30101,301,3.0,51,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/16/2017,90201,902,9.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
01/17/2017,90201,902,9.0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/30/2017,90201,902,9.0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
02/15/2017,90201,902,9.0,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
04/06/2017,90201,902,9.0,14,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
04/19/2017,90201,902,9.0,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
05/03/2017,90201,902,9.0,18,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
05/08/2017,90201,902,9.0,19,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0
05/15/2017,90201,902,9.0,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
05/23/2017,90201,902,9.0,21,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
05/30/2017,90201,902,9.0,22,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
06/13/2017,90201,902,9.0,24,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
06/14/2017,90201,902,9.0,24,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
06/15/2017,90201,902,9.0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
06/28/2017,90201,902,9.0,26,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
07/04/2017,90201,902,9.0,27,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0
08/03/2017,90201,902,9.0,31,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
09/05/2017,90201,902,9.0,36,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
09/07/2017,90201,902,9.0,36,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
09/29/2017,90201,902,9.0,39,4,0,0,0,0,0,2,2,0,0,0,0,4,0,0,4,0,0,0,0,0
10/05/2017,90201,902,9.0,40,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
10/12/2017,90201,902,9.0,41,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
11/07/2017,90201,902,9.0,45,4,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0
12/21/2017,90201,902,9.0,51,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/09/2017,80201,802,8.0,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
02/08/2017,80201,802,8.0,6,0,0,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
02/17/2017,80201,802,8.0,7,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
02/21/2017,80201,802,8.0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03/01/2017,80201,802,8.0,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
03/06/2017,80201,802,8.0,10,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
03/10/2017,80201,802,8.0,10,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
04/10/2017,80201,802,8.0,15,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
04/17/2017,80201,802,8.0,16,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
04/26/2017,80201,802,8.0,17,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
04/28/2017,80201,802,8.0,17,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
05/03/2017,80201,802,8.0,18,0,0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
05/15/2017,80201,802,8.0,20,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
05/22/2017,80201,802,8.0,21,2,0,0,2,2,2,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0
06/19/2017,80201,802,8.0,25,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
07/07/2017,80201,802,8.0,27,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0
07/20/2017,80201,802,8.0,29,0,1,0,2,1,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0
