fecha,distr,prov,dep,week,physical_v,sexual_v,economical_v,psychological_v,first_time,inf,nin,ado,ado_t,jov,adu,m60,family,love,no_rel,aggr_alcohol,aggr_drug,vict_disab,vict_alco,vict_drug,vict_lgtbi
01/17/2020,30101,301,3.0,159,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/27/2020,30101,301,3.0,161,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
02/13/2020,30101,301,3.0,163,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
03/06/2020,30101,301,3.0,166,0,0,0,3,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
03/12/2020,30101,301,3.0,167,0,0,0,2,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
07/07/2020,30101,301,3.0,184,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
07/15/2020,30101,301,3.0,185,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10/05/2020,30101,301,3.0,197,1,0,0,2,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0
10/09/2020,30101,301,3.0,197,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/29/2020,30101,301,3.0,200,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
01/09/2020,30101,301,3.0,158,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
01/10/2020,30101,301,3.0,158,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
02/25/2020,30101,301,3.0,165,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
02/27/2020,30101,301,3.0,165,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
03/03/2020,30101,301,3.0,166,1,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
03/04/2020,30101,301,3.0,166,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
03/09/2020,30101,301,3.0,167,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
03/10/2020,30101,301,3.0,167,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
07/06/2020,30101,301,3.0,184,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
07/08/2020,30101,301,3.0,184,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
07/21/2020,30101,301,3.0,186,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
07/23/2020,30101,301,3.0,186,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
07/30/2020,30101,301,3.0,187,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
10/07/2020,30101,301,3.0,197,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/11/2020,30101,301,3.0,198,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
10/13/2020,30101,301,3.0,198,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10/14/2020,30101,301,3.0,198,1,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0
10/16/2020,30101,301,3.0,198,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10/17/2020,30101,301,3.0,198,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
10/18/2020,30101,301,3.0,199,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/19/2020,30101,301,3.0,199,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/21/2020,30101,301,3.0,199,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
10/22/2020,30101,301,3.0,199,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
10/24/2020,30101,301,3.0,199,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
10/25/2020,30101,301,3.0,200,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
10/26/2020,30101,301,3.0,200,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/30/2020,30101,301,3.0,200,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
10/31/2020,30101,301,3.0,200,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11/02/2020,30101,301,3.0,201,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11/11/2020,30101,301,3.0,202,2,0,0,0,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
11/12/2020,30101,301,3.0,202,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11/13/2020,30101,301,3.0,202,1,0,0,3,1,0,2,1,0,0,1,0,4,0,0,0,0,0,0,0,0
11/15/2020,30101,301,3.0,203,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11/16/2020,30101,301,3.0,203,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
11/19/2020,30101,301,3.0,203,1,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
